id,title,abstract,categories,authors,update_date
0811.3663,On a Diophantine problem with two primes and s powers of two,"We refine a recent result of Parsell on the values of the form $\lambda_1p_1 + \lambda_2p_2 + \mu_1 2^{m_1} + ...m + \mu_s 2^{m_s}, $ where $p_1,p_2$ are prime numbers, $m_1,...c, m_s$ are positive integers, $\lambda_1 / \lambda_2$ is negative and irrational and $\lambda_1 / \mu_1$, $\lambda_2/\mu_2 \in \Q$.",math.NT,A. Languasco and A. Zaccagnini,2013-02-14
0806.4491,Gap in Nonlinear Equivalence for Numerical Methods for PDEs,"For a large class of nonlinear evolution PDEs, and more generally, of nonlinear semigroups, as well as their approximating numerical methods, two rather natural stability type convergence conditions are given, one being necessary, while the other is sufficient. The gap between these two stability conditions is analyzed, thus leading to a general nonlinear equivalence between stability and convergence.",math.GM math.AP,Elemer E Rosinger,2008-06-30
0805.4052,Transverse momentum broadening of heavy quark and gluon energy loss in   Sakai-Sugimoto model,"In this paper, we calculate the transverse momentum diffusion coefficient kappa_T of heavy quark and gluon penetration length in the deconfinement phase of Sakai-Sugimoto model, which is known as a holographic dual of large N_c QCD. We find that for the heavy quark moving through the thermal plasma with a constant velocity v<1, the transverse momentum diffusion coefficient kappa_T is proportional to lamda*gamma^{{1/3}}*T^4/T_d, and the gluon penetration length delta x is proportional to E^{{2/5}}. These results are different from those calculated in N=4 super-Yang-Mills theory, where kappa_T is proportional to lambda*gamma^{{1/2}}*T^3 and delta x is proportional to E^{{1/3}}, respectively. In the high energy limit, the difference between the two pairs of results should be evident, so we expect that the future LHC experiments can tell us which model is more closely related to the realistic strongly coupled QCD at finite temperature.",hep-th hep-ph,Yi Pang,2008-11-26
0705.3648,Energy Transfer between Throats from a 10d Perspective,"Strongly warped regions, also known as throats, are a common feature of the type IIB string theory landscape. If one of the throats is heated during cosmological evolution, the energy is subsequently transferred to other throats or to massless fields in the unwarped bulk of the Calabi-Yau orientifold. This energy transfer proceeds either by Hawking radiation from the black hole horizon in the heated throat or, at later times, by the decay of throat-localized Kaluza-Klein states. In both cases, we calculate in a 10d setup the energy transfer rate (respectively decay rate) as a function of the AdS scales of the throats and of their relative distance. Compared to existing results based on 5d models, we find a significant suppression of the energy transfer rates if the size of the embedding Calabi-Yau orientifold is much larger than the AdS radii of the throats. This effect can be partially compensated by a small distance between the throats. These results are relevant, e.g., for the analysis of reheating after brane inflation. Our calculation employs the dual gauge theory picture in which each throat is described by a strongly coupled 4d gauge theory, the degrees of freedom of which are localized at a certain position in the compact space.",hep-th astro-ph gr-qc hep-ph,"B. v. Harling, A. Hebecker, T. Noguchi",2009-02-20
0705.2265,Estimating the State of Large Spatiotemporally Chaotic Systems,"Data assimilation refers to the process of obtaining an estimate of a system's state using a model for the system's time evolution and a time series of measurements that are possibly noisy and incomplete. However, for practical reasons, the high dimensionality of large spatiotemporally chaotic systems prevents the use of classical data assimilation techniques. Here, via numerical computations on the paradigmatic example of large aspect ratio Rayleigh-Benard convection, we demonstrate the applicability of a recently developed data assimilation method designed to circumvent this difficulty. In addition, we describe extensions of the algorithm for estimating unknown system parameters. Our results suggest the potential usefulness of our data assimilation technique to a broad class of situations in which there is spatiotemporally chaotic behavior.",nlin.CD,"Matthew Cornick, Brian Hunt, Edward Ott, Michael F. Schatz",2007-05-23
0810.0391,Star formation in the central 0.5 pc of the Milky Way,"The supermassive black hole candidate at the Galactic Center is surrounded by a parsec-scale star cluster, which contains a number of early type stars. The presence of such stars has been called a ""paradox of youth"" as star formation in the immediate vicinity of a supermassive black hole seemed difficult, as well as the transport of stars from far out in a massive-star lifetime. I will recall 30 years of technological developments which led to the current understanding of the nuclear cluster stellar population. The number of early type stars known at present is sufficient to access the 3D structure of this population and its dynamics, which in turn allows discriminating between the various possible origins proposed along the years.",astro-ph,Thibaut Paumard,2014-11-18
0808.3373,Quasiharmonic elastic constants corrected for deviatoric thermal   stresses,"The quasiharmonic approximation (QHA), in its simplest form also called the statically constrained (SC) QHA, has been shown to be a straightforward method to compute thermoelastic properties of crystals. Recently we showed that for non-cubic solids SC-QHA calculations develop deviatoric thermal stresses at high temperatures. Relaxation of these stresses leads to a series of corrections to the free energy that may be taken to any desired order, up to self-consistency. Here we show how to correct the elastic constants obtained using the SC-QHA. We exemplify the procedure by correcting to first order the elastic constants of MgSiO$_3$-perovskite and MgSiO$_3$-post-perovskite, the major phases of the Earth's lower mantle. We show that this first order correction is quite satisfactory for obtaining the aggregated elastic averages of these minerals and their velocities in the lower mantle. This type of correction is also shown to be applicable to experimental measurements of elastic constants in situations where deviatoric stresses can develop, such as in diamond anvil cells.",cond-mat.mtrl-sci cond-mat.other,"Pierre Carrier, Jo\~ao F. Justo, Renata M. Wentzcovitch",2009-11-13
0709.1913,Modulational instability and nonlocality management in coupled NLS   system,"The modulational instability of two interacting waves in a nonlocal Kerr-type medium is considered analytically and numerically. For a generic choice of wave amplitudes, we give a complete description of stable/unstable regimes for zero group-velocity mismatch. It is shown that nonlocality suppresses considerably the growth rate and bandwidth of instability. For nonzero group-velocity mismatch we perform a geometrical analysis of a nonlocality management which can provide stability of waves otherwise unstable in a local medium.",nlin.PS,"Evgeny V. Doktorov, Maxim A. Molchan",2009-11-13
0711.3656,Various analytic observations on combinations,"E158 in the Enestrom index. Translation of the Latin original ""Observationes analyticae variae de combinationibus"" (1741).   This paper introduces the problem of partitions, or partitio numerorum (the partition of integers). In the first part of the paper Euler looks at infinite symmetric functions. He defines three types of series: the first denoted with capital Latin letters are sums of powers, e.g. $A=a+b+c+...$, $B=a^2+b^2+c^3+...$, etc.; the second denoted with lower case Greek letters are the elementary symmetric functions; the third denoted with Germanic letters are sums of all combinations of $n$ symbols, e.g. $\mathfrak{A}=a+b+c+...$ is the series for $n=1$, $\mathfrak{B}=a^2+ab+b^2+ac+bc+c^2+...$ is the series for $n=2$, etc.   Euler proves a lot of relations between these series. He defines some infinite products and proves some more relations between the products and these series. Then in \S 17 he looks at the particular case where $a=n,b=n^2,c=n^3$ etc.   In \S 19 he says the Naud\'e has proposed studying the number of ways to break an integer into a certain number of parts. Euler proves his recurrence relations for the number of partitions into a $\mu$ parts with repetition and without repetition. Finally at the end of the paper Euler states the pentagonal number theorem, but says he hasn't been able to prove it rigorously.",math.HO math.CO math.NT,Leonhard Euler,2007-11-26
0812.0641,A Reinvestigation of Moving Punctured Black Holes with a New Code,"We report on our code, in which the moving puncture method is applied and an adaptive/fixed mesh refinement is implemented, and on its preliminary performance on black hole simulations. Based on the BSSN formulation, up-to-date gauge conditions and the modifications of the formulation are also implemented and tested. In this work we present our primary results about the simulation of a single static black hole, of a moving single black hole, and of the head-on collision of a binary black hole system. For the static punctured black hole simulations, different modifications of the BSSN formulation are applied. It is demonstrated that both the currently used sets of modifications lead to a stable evolution. For cases of a moving punctured black hole with or without spin, we search for viable gauge conditions and study the effect of spin on the black hole evolution. Our results confirm previous results obtained by other research groups. In addition, we find a new gauge condition, which has not yet been adopted by any other researchers, which can also give stable and accurate black hole evolution calculations. We examine the performance of the code for the head-on collision of a binary black hole system, and the agreement of the gravitational waveform it produces with that obtained in other works. In order to understand qualitatively the influence of matter on the binary black hole collisions, we also investigate the same head-on collision scenarios but perturbed by a scalar field. The numerical simulations performed with this code not only give stable and accurate results that are consistent with the works by other numerical relativity groups, but also lead to the discovery of a new viable gauge condition, as well as clarify some ambiguities in the modification of the BSSN formulation.",gr-qc,"Zhoujian Cao, Hwei-Jang Yo and Jui-Ping Yu",2008-12-30
0706.4451,Turbulence models generator,"In this paper we explore a possibility that all transport turbulent models are contained in a coarse-grained kinetic equation. Building on a recent work by H.Chen et al (2004), we account for fluctuations of a single -point probability density in turbulence, by introducing a``two-level'' (${\bf c,v}$)-phase-space, separating microscopic (${\bf c'\equiv c_{micro}= c-v}$) and hydrodynamic (${\bf v'=v-V}$) modes. Unlike traditional kinetic theories, with hydrodynamic approximations derived in terms of small deviations from thermodynamic equilibrium, the theory developed in this work, is based on a far- from -equilibrium isotropic and homogeneous turbulence as an unperturbed state. The expansion in dimensionless rate of strain leads to a new class of turbulent models, including the well-known ${\cal K}-{\cal E}$, Reynolds stress and all possible nonlinear models. The role of interaction of the fluxes in physical space with the energy flux across the scales, not present in standard modeling, is demonstrated on example of turbulent channel flow. To close the system, neither equation for turbulent kinetic energy nor information on pressure-velocity correlations, contained in the derived coarse-grained kinetic equation, are needed.",nlin.CG physics.flu-dyn,Victor Yakhot,2007-07-05
0710.3601,A Possible Orbital Solution For The Triple Star WDS 18253+4846,We present here the orbital elements for the pair BC of visual binary star WDS 18253+4846 (ADS 11344 = HD 170109) and ephemerides for the period 2008-2014. As the orbital elements of pair AB already existed we analyzed mass ratio between these two pairs and concluded that components C is the biggest one in this triple system.,astro-ph,Bojan Novakovic,2008-02-04
0707.2661,Experimental analysis of the Strato-rotational Instability in a   cylindrical Couette flow,"This study is devoted to the experimental analysis of the Strato-rotational Instability (SRI). This instability affects the classical cylindrical Couette flow when the fluid is stably stratified in the axial direction. In agreement with recent theoretical and numerical analyses, we describe for the first time in detail the destabilization of the stratified flow below the Rayleigh line (i.e. the stability threshold without stratification). We confirm that the unstable modes of the SRI are non axisymmetric, oscillatory, and take place as soon as the azimuthal linear velocity decreases along the radial direction. This new instability is relevant for accretion disks.",astro-ph,M. Le Bars and P. Le Gal,2008-11-26
0811.2861,Universal Critical Velocity for the Onset of Turbulence of Oscillatory   Superfluid Flow,"The critical velocity vc for the onset of turbulent drag of small spheres oscillating in superfluid 4He is frequency dependent (omega/2pi from 100 Hz to 700 Hz) and is described by vc = 2.6sqrt(kappa*omega), where kappa is the circulation quantum. A qualitative analysis based on a recent theory of the onset of superfluid turbulence gives vc = sqrt(8*kappa*omega/beta), where beta is of order 1 and depends on the coefficients of mutual friction. This agrees well with the data and implies that vc is a universal critical velocity that is independent of geometry, size, and surface properties of the oscillating body. This is confirmed by comparing our data on spheres with vc obtained with other oscillating structures by other groups. Numerical simulations indicate somewhat larger critical velocity, above which a rapid increase in vortex length is observed.",cond-mat.other,"R. H\""anninen and W. Schoepe",2008-11-19
0711.4821,Semicrossed products of simple C*-algebras,"Let $(\A, \alpha)$ and $(\B, \beta)$ be C*-dynamical systems and assume that $\A$ is a separable simple C*-algebra and that $\alpha$ and $\beta$ are *-automorphisms. Then the semicrossed products $\A \times_{\alpha} \bbZ^{+}$ and $\B \times_{\beta} \bbZ^{+}$ are isometrically isomorphic if and only if the dynamical systems $(\A, \alpha)$ and $(\B, \beta)$ are outer conjugate.",math.OA math.FA,"Kenneth R. Davidson, Elias G. Katsoulis",2009-02-10
0811.0597,Higher topological Hochschild homology of Thom spectra,"In this paper we analyze the higher topological Hochschild homology of commutative Thom S-algebras. This includes the case of the classical cobordism spectra MO, MSO, MU, etc. We consider the homotopy orbits of the torus action on iterated topological Hochschild homology and we describe the relationship to topological Andre-Quillen homology.",math.AT,Christian Schlichtkrull,2014-02-26
0711.4565,The importance of the remnant's mass for VLTP born again times.   Implications for V4334 Sgr and V605 Aql,"We present numerical simulations of the very late thermal pulse (VLTP) scenario for a wide range of remnant masses. We show that, by taking into account the different possible remnant masses, the fast outburst evolution of V4334 Sgr (a.k.a. Sakurai's Object) and V605 Aql can be reproduced within standard 1D stellar evolution models. A dichotomy in the born again timescales is found, with lower mass remnants evolving in a few years and higher mass remnants (M $\hbox{\rlap{\hbox{\lower4pt\hbox{$\sim$}}}\hbox{$>$}}$ 0.6 M$_{\odot}$) failing to expand due to the H-flash and, as a consequence, evolving in timescales typical of He-shell flash driven born agains ($\sim 100$ yr).",astro-ph,"Marcelo M. Miller Bertolami, Leandro G. Althaus",2008-08-27
0709.2355,A systematic expansion for relativistic causal hydrodynamics,"A systematic expansion of the Boltzmann equation for the diffusion of dilute tracers, in powers of the Knudsen number, carried out to next-to-leading order (NLO), gives the relativistic causal diffusion equation (Kelly's equation). Using dimensionless combinations of dynamical quantities, we show when the small NLO term plays a crucially important role. We proceed to show that a derivation of Kelly's equation from a microscopic theory of the correlation function of the number density of diffusers is possible. The correlator fulfils the Green-Kubo relation for the diffusion constant, as well as an f-sum which goes beyond a purely phenomenological causal theory. We argue that the construction generalizes to the full hydrodynamic equations.",nucl-th hep-ph hep-th nucl-ex,Sourendu Gupta,2007-09-19
0707.1806,Friction as a probe of surface properties of a polymer glass,"We probe the temperature dependence of friction at the interface between a glassy poly(methylmethacrylate) lens and a flat substrate coated with a methyl-terminated self-assembled monolayer. The monolayer exhibits density defects which act as pinning sites for the polymer chains. We show that the shear response of such an interface supports the existence, at the surface of the glassy polymer, of a nanometer-thick layer of mobile chains. Friction can be ascribed to the interplay between viscouslike dissipation in this layer and depinning of chains adsorbed on the substrate. We further show that the pinning dynamics is controlled by \beta rotational motions localized at the interface.",cond-mat.soft,Lionel Bureau (INSP),2007-12-06
0802.1572,Production of the charged Higgs bosons at the CERN Large Hadron Collider   in the left-right symmetric model,We study the production of the charged Higgs boson at the LHC in the left-right symmetric model. It is shown that there exists a lower bound of the cross section. We investigate that predicted cross sections of this model are generally larger than those of the two Higgs doublet model or the minimal supersymmetric model.,hep-ph,"Dong-Won Jung, Kang Young Lee",2008-11-26
0704.3135,Opposite magnetic polarity of two photospheric lines in single spectrum   of the quiet Sun,"We study the structure of the photospheric magnetic field of the quiet Sun by investigating weak spectro-polarimetric signals. We took a sequence of Stokes spectra of the Fe I 630.15 nm and 630.25 nm lines in a region of quiet Sun near the disk center, using the POLIS spectro-polarimeter at the German VTT on Tenerife. The line cores of these two lines form at different heights in the atmosphere. The 3$\sigma$ noise level of the data is about 1.8 $\times 10^{-3} I_{c}$. We present co-temporal and co-spatial Stokes-$V$ profiles of the Fe I 630 nm line pair, where the two lines show opposite polarities in a single spectrum. We compute synthetic line profiles and reproduce these spectra with a two-component model atmosphere: a non-magnetic component and a magnetic component. The magnetic component consists of two magnetic layers with opposite polarity: the upper one moves upwards while the lower one moves downward. In-between, there is a region of enhanced temperature. The Stokes-$V$ line pair of opposite polarity in a single spectrum can be understood as a magnetic reconnection event in the solar photosphere. We demonstrate that such a scenario is realistic, but the solution may not be unique.",astro-ph,"R. Rezaei, R. Schlichenmaier, W. Schmidt, and O. Steiner
  (Kiepenheuer-Institut fuer Sonnenphysik, Freiburg, Germany)",2009-11-13
0804.1037,Density of electron states in a rectangular lattice under uniaxial   stress,"The closed analytical expression for the electron density of states function in a rectangular lattice is derived in an elementary way in terms of complete elliptic integrals of the first kind. The lattice can be treated as a deformed square lattice under uniform uniaxial stress (or strain). In contrast to hydrostatic case the uniaxial pressure, say along axis y, modifies a length of the y-bonds while the x-bonds remain intact. It also alters the corresponding tight-binding transfer integral gamma_2 between two y-nearest-neighbours leaving unchanged the gamma_1 for x-nn interactions. Due to stress-induced lowering symmetry of this simple model one can get an insight into the decoupling of its density of states on dependence of the lattice deformation or transfer integrals anisotropy.",cond-mat.str-el,Ryszard Piasecki,2008-04-30
0812.2528,The three-dimensional Finite Larmor Radius Approximation,"Following Fr\'enod and Sonnendr\""ucker, we consider the finite Larmor radius regime for a plasma submitted to a large magnetic field and take into account both the quasineutrality and the local thermodynamic equilibrium of the electrons. We then rigorously establish the asymptotic gyrokinetic limit of the rescaled and modified Vlasov-Poisson system in a three-dimensional setting with the help of an averaging lemma.",math.AP,Daniel Han-Kwan (DMA),2010-02-10
0806.3818,Black Hole Final State Conspiracies,"The principle that unitarity must be preserved in all processes, no matter how exotic, has led to deep insights into boundary conditions in cosmology and black hole theory. In the case of black hole evaporation, Horowitz and Maldacena were led to propose that unitarity preservation can be understood in terms of a restriction imposed on the wave function at the singularity. Gottesman and Preskill showed that this natural idea only works if one postulates the presence of ""conspiracies"" between systems just inside the event horizon and states at much later times, near the singularity. We argue that some AdS black holes have unusual internal thermodynamics, and that this may permit the required ""conspiracies"" if real black holes are described by some kind of sum over all AdS black holes having the same entropy.",hep-th gr-qc,Brett McInnes,2008-11-26
0805.1615,Anomalous anomalous scaling?,"Motivated by speculations about infrared deviations from the standard behavior of local quantum field theories, we explore the possibility that such effects might show up as an anomalous running of coupling constants. The most sensitive probes are presently given by the anomalous magnetic moments of the electron and the muon, that suggest that alpha_{em} runs 1.00047 +- 0.00018 times faster than predicted by the Standard Model. The running of alpha_{em} and alpha_s up to the weak scale is confirmed with a precision at the % level.",hep-ph,"Alessandro Strumia, Nikolaos Tetradis",2008-11-26
0809.4178,Non-linear regression models for Approximate Bayesian Computation,"Approximate Bayesian inference on the basis of summary statistics is well-suited to complex problems for which the likelihood is either mathematically or computationally intractable. However the methods that use rejection suffer from the curse of dimensionality when the number of summary statistics is increased. Here we propose a machine-learning approach to the estimation of the posterior density by introducing two innovations. The new method fits a nonlinear conditional heteroscedastic regression of the parameter on the summary statistics, and then adaptively improves estimation using importance sampling. The new algorithm is compared to the state-of-the-art approximate Bayesian methods, and achieves considerable reduction of the computational burden in two examples of inference in statistical genetics and in a queueing model.",stat.CO stat.ML,"M. G. B. Blum, O. Francois",2010-05-04
0711.3853,Supercontinua for high resolution absorption multiplex infrared   spectroscopy,"Supercontinua generated in highly non-linear fibers by ultrashort-pulse lasers can be used for high resolution Fourier transform absorption spectroscopy. The practical advantages of these bright ultrabroadband light sources for spectroscopy are reported in the near-infrared region. A Cr^4+:YAG femtosecond laser broadened by an extruded soft-glass photonic crystal fiber, emitting from 1200 to 2200 nm and from 675 to 950 nm, provides a spectral radiance being 1x10^5 times higher than that of a 3000 K blackbody and 10^2 times higher than that of a synchrotron radiation. The C_2H_2 and NH_3 overtone spectra are recorded using this source within a few seconds.",physics.optics,"Julien Mandon (PPM), Evgeni Sorokin (TU WIEN), Irina T. Sorokina
  (NTNU), Guy Guelachvili (PPM), Nathalie Picqu\'e (PPM)",2009-11-13
0810.3511,Spin polarized liquid 3He,"We have employed the constrained variational method to study the influence of spin polarization on the ground state properties of liquid $^3{\rm He}$. The spin polarized phase, we have found, has stronger correlation with respect to the unpolarized phase. It is shown that the internal energy of liquid $^3{\rm He}$ increases by increasing polarization with no crossing point between polarized and unpolarized energy curves over the liquid density range. The obtained internal energy curves show a bound state, even in the case of fully spin polarized matter. We have also investigated the validity of using a parabolic formula for calculating the energy of spin polarized liquid $^3{\rm He}$. Finally, we have compared our results with other calculations.",cond-mat.stat-mech cond-mat.other,"G.H. Bordbar, S.M. Zebarjad, M.R. Vahdani and M. Bigdeli",2009-11-13
0810.5203,Monotonic Convergence in an Information-Theoretic Law of Small Numbers,"An ""entropy increasing to the maximum"" result analogous to the entropic central limit theorem (Barron 1986; Artstein et al. 2004) is obtained in the discrete setting. This involves the thinning operation and a Poisson limit. Monotonic convergence in relative entropy is established for general discrete distributions, while monotonic increase of Shannon entropy is proved for the special class of ultra-log-concave distributions. Overall we extend the parallel between the information-theoretic central limit theorem and law of small numbers explored by Kontoyiannis et al. (2005) and Harremo\""es et al.\ (2007, 2008). Ingredients in the proofs include convexity, majorization, and stochastic orders.",cs.IT math.IT math.PR,Yaming Yu,2009-11-18
0811.4500,A note on the convergence of parametrised non-resonant invariant   manifolds,"Truncated Taylor series representations of invariant manifolds are abundant in numerical computations. We present an aposteriori method to compute the convergence radii and error estimates of analytic parametrisations of non-resonant local invariant manifolds of a saddle of an analytic vector field, from such a truncated series. This enables us to obtain local enclosures, as well as existence results, for the invariant manifolds.",math.DS,"Tomas Johnson, Warwick Tucker",2011-03-09
0811.1979,Search for the decay B^+ --> K_S^0 K_S^0 pi^+,"We search for charmless decays of charged B mesons to the three-body final state K_S^0 K_S^0 pi+. Using a data sample of 423.7 fb^-1 collected at the Upsilon(4S) resonance with the BABAR detector, corresponding to (465.1 +- 5.1)X10^6 BB-bar pairs, we find no significant signal and determine a 90% confidence level upper limit on the branching fraction of 5.1X10^-7.",hep-ex,"The BABAR Collaboration: B. Aubert, et al",2010-04-12
0708.3812,Search for new charmonium states in the processes e+ e- --> J/psi D(*)   D(*) at sqrt{s} ~ 10.6 GeV,"We present a study of the X(3940) state in the process e+e- -> J/psi D* Dbar. The X(3940) mass and width are measured to be (3942 +7 -6 +- 6)MeV/c^2 and Gamma=(37 + 26 - 15 +- 8 MeV. In the process e+e- -> J/psi D* D*bar we have observed another charmonium-like state, which we denote as X(4160), in the spectrum of invariant masses of D*+ D*- combinations. The X(4160) parameters are M= 4156 + 25 - 20 +- 15 MeV/c^2 and Gamma = 139 + 111 -61 +- 21 MeV. The analysis is based on a data sample with an integrated luminosity of 693 /fb recorded near the Upsilon(4S) resonance with the Belle detector at the KEKB e+ e- asymmetric-energy collider.",hep-ex,"Belle Collaboration: K. Abe, et al",2008-11-26
0806.3571,Potassium fluoride doped LaOFeAs multiband superconductors: Evidence for   extremely high upper critical field,We describe a new methodology of synthesizing the oxypnictide superconductors with potassium fluoride as a source as a source of fluorine instead of LaF3. This route also allows the substitution of potassium at lanthanum sites which leads to an increase in the upper critical field as would be expected for a multiband superconductor. We also report the highest reported Tc onset of 28.5K and highest upper critical field in these superconductors.,cond-mat.supr-con cond-mat.mtrl-sci,"S. Singh, J. Prakash, D. Srikala, A. K. Singh, S. Patnaik and A. K.
  Ganguli",2008-06-24
0811.1367,Analogue of Newton-Puiseux series for non-holonomic D-modules and   factoring,"We introduce a concept of a fractional-derivatives series and prove that any linear partial differential equation in two independent variables has a fractional-derivatives series solution with coefficients from a differentially closed field of zero characteristic. The obtained results are extended from a single equation to $D$-modules having infinite-dimensional space of solutions (i. e. non-holonomic $D$-modules). As applications we design algorithms for treating first-order factors of a linear partial differential operator, in particular for finding all (right or left) first-order factors.",math.AP math.RA,D.Grigoriev,2008-11-11
0712.3104,Orbit decidability and the conjugacy problem for some extensions of   groups,"Given a short exact sequence of groups with certain conditions, $1\to F\to G\to H\to 1$, we prove that $G$ has solvable conjugacy problem if and only if the corresponding action subgroup $A\leqslant Aut(F)$ is orbit decidable. From this, we deduce that the conjugacy problem is solvable, among others, for all groups of the form $\mathbb{Z}^2\rtimes F_m$, $F_2\rtimes F_m$, $F_n \rtimes \mathbb{Z}$, and $\mathbb{Z}^n \rtimes_A F_m$ with virtually solvable action group $A\leqslant GL_n(\mathbb{Z})$. Also, we give an easy way of constructing groups of the form $\mathbb{Z}^4\rtimes F_n$ and $F_3\rtimes F_n$ with unsolvable conjugacy problem. On the way, we solve the twisted conjugacy problem for virtually surface and virtually polycyclic groups, and give an example of a group with solvable conjugacy problem but unsolvable twisted conjugacy problem. As an application, an alternative solution to the conjugacy problem in $Aut(F_2)$ is given.",math.GR,"O. Bogopolski, A. Martino, E. Ventura",2007-12-20
0805.4023,Robust Joint Source-Channel Coding for Delay-Limited Applications,"In this paper, we consider the problem of robust joint source-channel coding over an additive white Gaussian noise channel. We propose a new scheme which achieves the optimal slope of the signal-to-distortion (SDR) curve (unlike the previously known coding schemes). Also, we propose a family of robust codes which together maintain a bounded gap with the optimum SDR curve (in terms of dB). To show the importance of this result, we drive some theoretical bounds on the asymptotic performance of delay-limited hybrid digital-analog (HDA) coding schemes. We show that, unlike the delay-unlimited case, for any family of delay-limited HDA codes, the asymptotic performance loss is unbounded (in terms of dB).",cs.IT math.IT,Mahmoud Taherzadeh and Amir K. Khandani,2008-05-28
0709.2616,Entropy production at freeze-out from dissipative fluids,Entropy production due to shear viscosity during the continuous freeze-out of a longitudinally expanding dissipative fluid is addressed. Assuming the validity of the fluid dynamical description during the continuous removal of interacting matter we estimated a small entropy production as function of the freeze-out duration and the ratio of dissipative to non-dissipative quantities in case of a relativistic massless pion fluid.,nucl-th,E. Molnar,2007-09-18
0803.3230,A Type System for Data-Flow Integrity on Windows Vista,"The Windows Vista operating system implements an interesting model of multi-level integrity. We observe that in this model, trusted code can be blamed for any information-flow attack; thus, it is possible to eliminate such attacks by static analysis of trusted code. We formalize this model by designing a type system that can efficiently enforce data-flow integrity on Windows Vista. Typechecking guarantees that objects whose contents are statically trusted never contain untrusted values, regardless of what untrusted code runs in the environment. Some of Windows Vista's runtime access checks are necessary for soundness; others are redundant and can be optimized away.",cs.CR cs.OS cs.PL,"Avik Chaudhuri, Prasad Naldurg, and Sriram Rajamani",2008-12-18
0712.3514,Bottom-up isotropization in classical-statistical lattice gauge theory,"We compute nonequilibrium dynamics for classical-statistical SU(2) pure gauge theory on a lattice. We consider anisotropic initial conditions with high occupation numbers in the transverse plane on a characteristic scale ~ Q_s. This is used to investigate the very early stages of the thermalization process in the context of heavy-ion collisions. We find Weibel or ""primary"" instabilities with growth rates similar to those obtained from previous treatments employing anisotropic distributions of hard modes (particles) in the weak coupling limit. We observe ""secondary"" growth rates for higher-momentum modes reaching substantially larger values and we analyse them in terms of resummed loop diagrams beyond the hard-loop approximation. We find that a coarse grained pressure isotropizes ""bottom-up"" with a characteristic inverse rate of gamma^{-1} ~ 1 - 2 fm/c for coarse graining momentum scales of p < 1 GeV choosing an initial energy density for RHIC of epsilon = 30 GeV/fm^3. The nonequilibrium spatial Wilson loop is found to exhibit an area law and to become isotropic on a similar time scale.",hep-ph hep-lat hep-th nucl-th,"J. Berges, S. Scheffler, and D. Sexty",2008-11-26
0707.0710,Cross-sections of neutron rich nuclei from projectile fragmentation:   canonical thermodynamic model estimates,"A remarkably simple dependence of fragmentation cross-section on average binding energy has been established in experimental data. This dependence was empirically parametrised leading to a very useful formula for extrapolation. We find that the canonical thermodynamic model, which has been used in the past for successful computations of many observables resulting from multifragmentation, reproduces the salient fetures of fragmentation cross-sections of very neutron rich nuclei very well. This helps towards a theoretical understanding of the observed data.",nucl-th,"G. Chaudhuri, S. Das Gupta, W. G. Lynch, M. Mocko, and M. B. Tsang",2008-11-26
0710.0398,Spin Supersolid in Anisotropic Spin-One Heisenberg Chain,"We consider an S=1 Heisenberg chain with strong exchange (Delta) and single--ion uniaxial anisotropy (D) in a magnetic field (B) along the symmetry axis. The low energy spectrum is described by an effective S=1/2 XXZ model that acts on two different low energy sectors for a given window of fields. The vacuum of each sector exhibits Ising-like antiferromagnetic ordering that coexists with the finite spin stiffness obtained from the exact solution of the effective XXZ model. In this way, we demonstrate the existence of a spin supersolid phase. We also compute the full Delta-B quantum phase diagram by means of a quantum Monte Carlo simulation.",cond-mat.str-el,Pinaki Sengupta and Cristian D. Batista,2009-11-13
0807.3672,Light-shift tomography in an optical-dipole trap for neutral atoms,"We report on light-shift tomography of a cloud of 87 Rb atoms in a far-detuned optical-dipole trap at 1565 nm. Our method is based on standard absorption imaging, but takes advantage of the strong light-shift of the excited state of the imaging transition, which is due to a quasi-resonance of the trapping laser with a higher excited level. We use this method to (i) map the equipotentials of a crossed optical-dipole trap, and (ii) study the thermalisation of an atomic cloud by following the evolution of the potential-energy of atoms during the free-evaporation process.",physics.atom-ph,"Jean-Philippe Brantut (LCFIO), Jean-Fran\c{c}ois Cl\'ement (LCFIO),
  Martin Robert De Saint Vincent (LCFIO), Gael Varoquaux (LCFIO), Robert A.
  Nyman (LCFIO), Alain Aspect (LCFIO), Thomas Bourdel (LCFIO), Philippe Bouyer
  (LCFIO)",2009-11-13
